3,2,ACC10003,personal,1000000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
4,3,ACC10004,personal,500000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
5,3,ACC10005,bussiness,750000.00,frozen,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
6,3,ACC10006,personal,1200000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
7,5,ACC10007,personal,100000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
8,5,ACC10008,bussiness,800000.00,closed,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
9,6,ACC10009,personal,950000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
10,7,ACC10010,bussiness,2000000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
11,7,ACC10011,personal,650000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
12,7,ACC10012,personal,720000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
13,9,ACC10013,personal,880000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
14,10,ACC10014,bussiness,1100000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
15,10,ACC10015,personal,490000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
16,11,ACC10016,personal,150000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
17,13,ACC10017,personal,300000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
18,13,ACC10018,bussiness,900000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
19,13,ACC10019,personal,200000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
20,14,ACC10020,personal,450000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
21,14,ACC10021,personal,670000.00,frozen,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
22,14,ACC10022,bussiness,2300000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
23,15,ACC10023,personal,1000000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
24,15,ACC10024,personal,750000.00,closed,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
25,16,ACC10025,bussiness,650000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
26,17,ACC10026,personal,490000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
27,18,ACC10027,personal,700000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
28,18,ACC10028,personal,330000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
29,19,ACC10029,bussiness,1250000.00,frozen,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
30,20,ACC10030,personal,810000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
31,5,ACC10031,personal,600000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
32,6,ACC10032,personal,700000.00,frozen,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
33,10,ACC10033,bussiness,400000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
34,15,ACC10034,bussiness,550000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
35,13,ACC10035,bussiness,880000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
36,3,ACC10036,personal,420000.00,closed,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
37,7,ACC10037,bussiness,210000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
38,1,ACC10038,personal,640000.00,frozen,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
39,14,ACC10039,personal,120000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
40,16,ACC10040,bussiness,990000.00,active,2025-06-16 07:48:47.662957,2025-06-16 07:48:47.662957,null
41,4329,ACCT17500460399790,bussiness,157.72,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
42,4068,ACCT17500460399851,personal,303.50,closed,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
43,2891,ACCT17500460399852,personal,158.84,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
44,7163,ACCT17500460399853,bussiness,886.15,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
45,6717,ACCT17500460399854,personal,923.50,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
46,2724,ACCT17500460399855,bussiness,494.01,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
47,5724,ACCT17500460399856,bussiness,931.09,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
48,5352,ACCT17500460399857,bussiness,68.56,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
49,5639,ACCT17500460399858,personal,65.44,closed,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
50,5511,ACCT17500460399859,personal,448.45,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
51,6840,ACCT175004603998510,bussiness,559.93,closed,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
52,7037,ACCT175004603998511,personal,264.60,closed,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
53,5727,ACCT175004603998512,personal,932.60,active,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
54,7541,ACCT175004603998513,personal,901.72,closed,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
55,6934,ACCT175004603998514,personal,558.88,frozen,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
56,4280,ACCT175004603998515,personal,123.15,active,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
57,6622,ACCT175004603998516,bussiness,183.82,active,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
58,7101,ACCT175004603998517,personal,258.03,closed,2025-06-16 10:53:59.957683,2025-06-16 10:53:59.957683,null
